camisa_bart,calca_bart,tenis_bart,camisa_homer,calca_homer,tenis_homer,class
81.41252974819048,72.31873892705818,80.85171612278863,109.1833320612629,88.89319434017432,36.46916505762094,bart
22.58317958127243,168.15469068687915,174.68543156199374,197.28912793157153,193.25113195011303,47.095647357266465,bart
74.22937423958254,133.34541611919025,141.30109695257147,117.6860229593982,107.0,29.49576240750525,bart
97.15966241192895,148.8959368149447,158.50867484147358,201.8192260415246,142.7935572776307,41.892720131306824,bart
81.36952746575342,84.6817571853584,89.73293709669822,233.25093783305567,120.66896867049125,51.176166327695945,bart
74.00675644831355,113.36225121265015,123.15843454672522,179.98333256165694,105.17128885774862,66.37017402418047,bart
75.32595834106593,120.57362895757927,129.71121771072848,212.67110758163648,126.48320046551636,34.92849839314596,bart
77.94228634059948,138.36907168872673,147.2582765076381,100.1049449328054,95.05787710652916,34.336569426778794,bart
82.89752710425083,152.63354808167173,162.22823428737675,201.16162655934158,145.42008114424914,27.331300737432898,bart
33.63034344160047,130.4645545732633,139.11865439257238,101.40019723846694,86.78133439859057,41.15823125451335,bart
123.70933675353692,59.43904440685432,64.35837163881635,183.0327839486686,100.56341282991544,44.15880433163923,bart
58.83026432033091,114.21908772179893,124.16521251944927,160.2404443328837,96.1041102138717,44.69899327725402,bart
62.12889826803627,96.54532614269839,102.22524150130437,88.40814442120137,103.9471019317037,64.66838485689897,bart
84.5103543951864,136.1506518530117,146.08901396066713,171.27171395183737,119.9458211026962,32.38826948140329,bart
81.51073548925933,103.78824596263297,110.3585066952249,197.73972792537162,132.74788133902553,41.6293165929973,bart
72.40165743959182,135.78659727675628,145.2205219657332,208.4346420343797,135.60235986147143,20.904544960366874,bart
80.36790404135223,159.74354447050436,169.48451256678294,187.77380008936285,145.86980496319313,29.478805945967352,bart
62.68173577685928,149.24476540234167,157.7244432546839,84.00595217006948,101.95096860746347,40.26164427839479,bart
61.87891401761993,137.58633653092156,147.47542168103809,75.49834435270749,105.152270541344,81.03085831953157,bart
58.01723881744115,83.66600265340756,91.97282207261013,212.1720999566154,101.24228365658294,61.75759062657804,bart
80.38034585643433,153.6522046701576,163.29727493133498,199.87496091306684,145.7017501610739,27.03701166919155,bart
58.360945845659494,78.14089838234521,85.18802732778826,224.1450423275072,104.95713410721541,67.83067152844649,bart
59.08468498688979,102.17631819555841,107.12142642814275,76.95453203028396,88.43641783790206,70.7248188403477,bart
69.77105417004964,35.679125549822544,41.593268686170845,182.08239892971534,79.51729371652434,35.185224171518364,bart
88.32893070789434,143.71151658792,152.4663897388536,93.66963221877195,98.75727821279807,53.59104402789705,bart
72.06247289678588,142.76203977248295,152.0328911781921,111.45402639653715,103.39729203417274,71.51922818375489,bart
83.15647900193947,68.70953354520753,76.3544366752843,105.66456359631643,90.9945053286186,50.049975024968795,bart
56.39148871948674,160.00624987793447,169.55530071336608,201.5663662419899,151.30102445125743,35.24202037341219,bart
88.57200460642177,133.75724279454926,143.34573589751457,127.1770419533337,100.00499987500625,45.35416188179427,bart
76.50490180374065,149.248115565993,157.92086625902226,187.57931655702342,137.34991809244008,56.753854494650845,bart
80.68457101577724,71.53320907103218,79.5361553005927,123.47064428438041,84.91171886141512,34.828149534535996,bart
54.57105459856901,110.0272693471941,118.73078791956196,189.21152184790438,115.95688854052612,76.71375365604267,bart
96.95359714832658,152.20381072758985,161.90429271640699,197.6486782146544,143.68716017793656,53.53503525729669,bart
66.47555941848101,100.91580649234291,109.2291169972549,110.91438139393827,91.32907532653553,43.977266854592045,bart
56.60388679233962,93.02687783646186,102.80564186852781,147.28543716199508,68.9492567037528,64.66838485689897,bart
96.48315915225828,97.71898484941399,106.92988356862641,196.596032513375,101.87737727287643,68.42514157822401,bart
71.2320152740325,163.17781711985242,173.08957218735046,174.48782192462602,143.72543268329375,55.87486017879597,bart
61.02458520956943,114.21908772179893,124.16521251944927,160.2404443328837,96.1041102138717,44.93328387732194,bart
77.83957862167549,87.18371407550839,94.81561052906846,209.2486559096617,111.9866063420086,52.507142371300304,bart
66.34003316248794,113.74093370462545,123.5556554755791,178.75122377203465,104.86658190291128,30.886890422961002,bart
68.1248853210044,111.0810514894417,117.25186565679883,188.1010366797589,142.15836239912164,48.104053883222775,bart
64.22616289332565,119.50732195141852,129.41792766073794,156.77691156544702,99.20685460188726,46.2709412050371,bart
83.10836299675262,90.47651629014017,97.14422267947796,180.0499930574839,120.93800064495858,24.677925358506133,bart
45.044422518220834,150.60212481900777,160.4431363443136,145.62280041257276,122.64175471673585,44.73253849269008,bart
80.65977932030313,86.16843969807043,91.07140056021979,231.12550703027134,122.78029157808675,69.2314957226839,bart
76.71375365604267,125.0799744163709,132.95864018558552,160.80733814101893,130.82430966758434,51.980765673468106,bart
68.36665854054884,147.25488107359973,156.9044295104507,78.79086241436883,103.25211862233142,40.95119045888654,bart
58.01723881744115,83.66600265340756,91.97282207261013,212.1720999566154,101.24228365658294,62.00806399170998,bart
77.54353615872827,114.02192771568107,121.05370708904374,119.87493482792806,107.29864864013899,85.75546629807339,bart
62.8728876384726,151.71025014810306,158.12336955681155,86.13361713059541,108.80257349897566,69.00724599634447,bart
